place	year	type	number
KSDV	104	summary	170
TCDV	90	summary	825
SCDV	90	suit	46
TCDV	91	summary	954
CHDV	97	summary	208
ULDV	90	summary	73
TCDV	98	summary	2546
TCDV	95	summary	267
TCDV	92	summary	2697
TYDV	92	suit	1705
TPDV	91	suit	1597
PCDV	101	summary	292
SLDV	100	summary	820
TCDV	94	summary	170
MLDV	91	suit	123
CHDV	102	summary	382
ILDV	89	summary	293
TYDV	89	suit	53
KSDV	95	summary	385
CHDV	98	summary	142
PCDV	101	summary	448
TCDV	99	summary	1262
SCDV	98	summary	29
SCDV	102	summary	21
TPDV	99	summary	15716
SCDV	92	summary	220
ULDV	91	summary	260
KSDV	98	insurance	10
TYDV	91	summary	1022
TYDV	101	summary	1241
TYDV	95	summary	1850
KSDV	95	summary	355
PCDV	103	summary	1442
TCDV	99	summary	335
PTDV	92	summary	124
CHDV	101	summary	159
TYDV	95	insurance	4
HLDV	97	summary	291
TCDV	102	summary	87
CHDV	97	insurance	9
TPDV	89	suit	2903
TPDV	95	summary	55862
TYDV	89	suit	612
TCDV	102	suit	3376
KSDV	89	suit	1931
ILDV	103	summary	68
ILDV	96	summary	270
SLDV	95	summary	413
TPDV	98	summary	33601
NTDV	92	summary	101
CHDV	89	summary	835
HLDV	93	summary	293
TCDV	103	summary	1175
CYDV	94	summary	39
TNDV	102	suit	462
TPDV	98	summary	35883
CHDV	97	suit	61
TCDV	91	summary	2119
TPDV	97	summary	33234
TCDV	93	summary	2497
TPDV	96	suit	3896
TNDV	98	summary	441
PCDV	92	insurance	8
KSDV	90	summary	616
TPDV	99	summary	6730
TPDV	98	summary	34632
SCDV	94	summary	203
TPDV	88	suit	3902
PTDV	91	summary	210
TNDV	96	summary	685
SLDV	95	summary	592
TCDV	101	summary	2737
KSDV	93	suit	1729
TYDV	103	suit	703
ULDV	93	summary	163
KSDV	98	insurance	5
TCDV	99	summary	2458
SCDV	99	summary	23
CYDV	90	suit	32
TPDV	96	summary	10678
TCDV	93	summary	2071
KSDV	95	suit	61
KSDV	90	suit	3279
ULDV	93	summary	46
SLDV	102	summary	230
NTDV	92	summary	19
NTDV	92	summary	79
TYDV	94	summary	981
PCDV	99	summary	253
CYDV	98	summary	669
PCDV	95	suit	676
TPDV	99	summary	14511
KSDV	92	suit	1961
PTDV	91	summary	61
CHDV	98	insurance	4
TCDV	90	suit	1034
TYDV	98	suit	37
TYDV	93	summary	164
SCDV	103	suit	546
TTDV	89	summary	31
KLDV	97	summary	833
TCDV	91	summary	1827
ILDV	88	suit	264
SCDV	96	summary	77
PTDV	94	summary	415
KSDV	97	insurance	29
ILDV	97	summary	203
NTDV	103	summary	133
KSDV	91	insurance	14
TYDV	95	summary	1405
SLDV	96	summary	1488
TYDV	89	summary	1556
TNDV	89	suit	1294
PCDV	99	suit	2593
CYDV	97	summary	680
KSDV	97	summary	674
TNDV	99	summary	87
TCDV	103	summary	1505
TPDV	98	summary	6837
PCDV	93	suit	1251
ILDV	91	suit	94
ULDV	95	summary	173
SCDV	90	summary	132
TCDV	103	summary	3141
ILDV	102	summary	23
TPDV	98	summary	1465
TYDV	89	summary	951
TCDV	90	summary	70
TCDV	98	summary	343
PCDV	97	summary	2529
TNDV	100	summary	1311
KLDV	103	summary	877
TYDV	102	summary	1044
KSDV	91	summary	3297
KSDV	103	summary	38
KSDV	97	summary	190
ILDV	88	suit	334
KSDV	100	summary	2254
CHDV	103	summary	589
TPDV	95	summary	23250
ULDV	92	summary	66
SCDV	93	summary	76
TYDV	102	insurance	35
KSDV	99	summary	505
TCDV	95	summary	35
SLDV	99	suit	1071
TNDV	93	suit	360
MLDV	89	suit	164
TNDV	95	summary	714
PCDV	96	summary	10167
PTDV	91	summary	492
TYDV	89	suit	106
CHDV	98	summary	140
CHDV	102	summary	217
TNDV	92	suit	55
PCDV	93	summary	1459
SCDV	91	summary	285
KMDV	98	summary	4
PCDV	98	summary	1652
ULDV	103	summary	118
TCDV	101	suit	3053
KSDV	92	insurance	16
KSDV	103	suit	1110
PCDV	97	summary	1796
TCDV	92	summary	671
PCDV	100	summary	1346
TNDV	94	suit	1514
KSDV	96	insurance	7
CYDV	90	summary	741
TCDV	96	suit	2815
TYDV	96	suit	1648
PCDV	95	suit	751
PCDV	94	suit	1533
ILDV	99	summary	200
PCDV	99	summary	1607
NTDV	93	summary	141
CHDV	101	summary	45
PCDV	92	suit	1244
SCDV	97	suit	377
HLDV	100	summary	399
KSDV	101	summary	86
CHDV	101	suit	191
TPDV	103	summary	264
PCDV	96	summary	10542
KSDV	102	suit	457
PTDV	100	summary	116
PCDV	99	suit	1847
TYDV	102	suit	97
CYDV	93	suit	492
TYDV	90	summary	1143
TCDV	99	suit	2056
CHDV	103	summary	188
TCDV	99	summary	367
KLDV	96	summary	434
NTDV	102	summary	141
PCDV	100	suit	1334
CYDV	103	summary	580
CHDV	99	suit	774
TNDV	95	suit	466
TNDV	102	summary	350
TPDV	94	suit	716
PTDV	103	suit	442
PCDV	90	suit	455
TYDV	103	summary	1461
TCDV	92	suit	1783
CYDV	96	summary	143
TNDV	97	suit	136
SLDV	98	summary	15
ILDV	97	suit	133
TPDV	96	suit	2347
KSDV	103	suit	21
TCDV	103	summary	1193
PTDV	96	summary	13
TNDV	99	suit	329
ULDV	93	summary	151
PCDV	103	suit	1876
KSDV	89	suit	2385
PCDV	101	suit	141
PTDV	98	suit	45
CYDV	93	summary	213
SLDV	92	suit	496
KSDV	92	summary	2642
KSDV	103	suit	1451
KLDV	91	suit	373
TPDV	101	summary	16998
PCDV	90	suit	1537
KSDV	97	summary	1954
PCDV	97	summary	1594
KSDV	98	suit	2043
HLDV	97	suit	251
CHDV	90	suit	489
TPDV	102	summary	4718
PCDV	90	suit	1121
TPDV	98	summary	33827
TCDV	93	summary	2564
TCDV	96	suit	1384
SLDV	95	summary	250
PCDV	96	summary	10121
TYDV	99	summary	912
CHDV	92	suit	638
TNDV	103	summary	276
CHDV	92	summary	202
TYDV	92	summary	265
SLDV	98	summary	2023
PCDV	103	summary	1488
TCDV	102	summary	708
CHDV	100	suit	1042
TPDV	96	suit	2704
PTDV	93	suit	188
KLDV	94	summary	274
KSDV	97	suit	1778
CYDV	98	summary	696
TNDV	97	suit	267
TCDV	93	suit	418
NTDV	97	suit	1
ILDV	102	summary	92
NTDV	89	suit	759
PCDV	91	suit	1568
TPDV	103	suit	904
TPDV	90	suit	4943
CHDV	89	suit	112
PCDV	98	suit	2534
CHDV	95	suit	951
CHDV	96	summary	235
TPDV	93	summary	17460
PCDV	93	suit	1290
TPDV	100	suit	3106
TYDV	97	suit	723
PCDV	96	suit	2032
SLDV	101	suit	107
TPDV	99	suit	3478
SCDV	101	summary	131
TNDV	91	summary	2350
MLDV	93	summary	84
TCDV	101	summary	3159
KLDV	103	summary	270
TPDV	88	suit	3819
PCDV	90	summary	1446
TCDV	100	suit	2724
SLDV	103	summary	743
TCDV	101	summary	3375
SCDV	89	summary	313
SLDV	91	suit	620
SLDV	103	summary	1133
CYDV	101	summary	148
PCDV	96	summary	3206
CYDV	90	suit	287
TNDV	101	suit	1315
TYDV	95	suit	1858
PCDV	95	summary	386
MLDV	100	suit	216
KSDV	92	insurance	7
PCDV	90	suit	1825
TYDV	102	summary	34
TYDV	95	suit	1463
TCDV	99	suit	1095
PTDV	103	suit	650
TYDV	101	summary	826
TCDV	92	summary	2005
TCDV	91	suit	3306
CYDV	97	summary	368
TCDV	99	summary	3080
CHDV	103	summary	82
TYDV	88	suit	883
HLDV	96	suit	364
CHDV	93	summary	50
PTDV	100	suit	338
PCDV	96	suit	123
TNDV	91	suit	2464
TCDV	98	summary	102
CHDV	91	suit	816
KSDV	90	summary	1157
PCDV	103	suit	2200
MLDV	102	suit	410
TNDV	96	summary	193
KLDV	97	suit	466
CYDV	99	suit	677
ILDV	102	summary	129
CHDV	97	summary	141
TCDV	96	suit	3140
TNDV	96	suit	1312
TNDV	92	suit	1292
PTDV	103	suit	568
TYDV	92	suit	2070
PCDV	92	suit	335
CYDV	94	suit	525
TCDV	91	summary	2546
SCDV	102	suit	422
HLDV	90	suit	416
CHDV	103	suit	248
TCDV	91	summary	3353
HLDV	99	summary	433
PCDV	100	summary	1322
CHDV	103	summary	148
TCDV	92	summary	335
TPDV	100	summary	7217
TPDV	89	suit	4594
TCDV	92	summary	1402
CHDV	97	summary	48
TPDV	104	summary	797
TNDV	90	suit	397
TYDV	89	suit	294
KSDV	102	suit	735
SLDV	103	summary	656
KSDV	103	suit	469
CYDV	97	suit	544
TNDV	91	summary	304
TPDV	100	suit	4579
CYDV	90	suit	937
HLDV	97	suit	116
ULDV	96	summary	120
ULDV	95	suit	46
TCDV	90	summary	783
KSDV	92	suit	889
PCDV	99	summary	423
TNDV	97	suit	1552
TNDV	91	suit	2527
TYDV	93	suit	773
TCDV	88	suit	3929
TYDV	90	suit	1170
CYDV	92	suit	808
ILDV	103	summary	204
CYDV	95	summary	961
TCDV	94	suit	2819
TCDV	95	summary	659
TYDV	102	insurance	1
TPDV	97	suit	1118
CHDV	93	summary	94
HLDV	91	suit	156
KSDV	99	summary	1019
PCDV	94	suit	619
TCDV	94	summary	3390
TNDV	96	summary	116
TCDV	88	suit	2559
TNDV	93	summary	371
TPDV	103	suit	741
TCDV	90	suit	4043
KSDV	99	summary	2093
ILDV	100	summary	71
TCDV	91	summary	686
HLDV	89	suit	301
TPDV	93	suit	3193
TCDV	95	summary	463
HLDV	90	suit	298
TCDV	95	suit	2560
TPDV	104	suit	553
PCDV	102	suit	528
KLDV	98	summary	550
TYDV	101	suit	2054
KSDV	90	insurance	43
TCDV	103	summary	1453
TYDV	100	summary	671
TCDV	98	suit	2599
TNDV	90	suit	1581
TPDV	91	summary	247
TYDV	93	insurance	27
HLDV	95	suit	5
SCDV	99	summary	125
KSDV	103	suit	950
PTDV	95	suit	48
CHDV	90	summary	385
TNDV	89	suit	2306
KSDV	97	suit	1110
TYDV	102	suit	1473
ILDV	101	summary	31
TCDV	99	suit	105
KSDV	97	suit	106
CYDV	90	suit	705
SLDV	91	suit	527
KLDV	96	suit	209
ULDV	92	summary	57
TPDV	100	suit	3366
TCDV	100	summary	1063
TNDV	98	suit	210
SLDV	95	suit	793
TYDV	92	suit	2142
TNDV	100	summary	685
NTDV	96	summary	426
TYDV	94	insurance	16
PCDV	96	summary	11168
CYDV	91	suit	635
KSDV	102	summary	633
TCDV	90	summary	60
SLDV	94	suit	830
KSDV	99	insurance	14
CHDV	99	suit	327
TNDV	90	summary	605
SCDV	90	summary	96
PCDV	96	summary	7590
NTDV	92	suit	41
KSDV	96	summary	42
KSDV	96	summary	171
KSDV	98	insurance	4
ULDV	90	summary	63
ULDV	97	summary	48
PCDV	103	suit	1219
SCDV	103	summary	382
SCDV	89	suit	96
CYDV	92	summary	91
TCDV	100	suit	498
TCDV	90	summary	364
TCDV	97	summary	523
TNDV	91	suit	710
TNDV	96	summary	279
KSDV	89	summary	461
ILDV	104	summary	29
PCDV	91	suit	1873
PTDV	101	suit	387
TCDV	91	summary	2374
TYDV	92	suit	181
NTDV	97	suit	41
KMDV	96	suit	21
SLDV	103	summary	1222
SCDV	100	suit	345
KSDV	92	suit	704
TCDV	95	suit	1852
MLDV	97	suit	462
TCDV	89	suit	2512
NTDV	102	suit	49
PCDV	101	suit	2786
KSDV	92	suit	2031
SCDV	96	summary	748
TCDV	103	suit	1087
TCDV	91	suit	2956
TNDV	94	summary	725
PCDV	93	suit	1890
TPDV	97	suit	5783
KSDV	91	insurance	24
SCDV	98	suit	389
TYDV	100	summary	97
PCDV	91	suit	20
TYDV	95	summary	1277
CHDV	89	suit	242
CHDV	90	suit	445
CHDV	89	suit	1024
TYDV	103	suit	1661
TNDV	95	summary	2287
KSDV	92	suit	1302
PCDV	96	summary	9559
KSDV	99	summary	2500
CHDV	91	suit	318
CYDV	95	summary	1265
TNDV	92	suit	299
TYDV	95	insurance	14
TPDV	91	suit	560
TYDV	96	suit	460
PCDV	101	suit	2464
TCDV	88	suit	2098
TCDV	104	summary	354
KSDV	96	summary	691
TNDV	95	summary	719
TPDV	92	suit	4960
PTDV	99	suit	139
TNDV	100	summary	156
ULDV	93	summary	74
PTDV	94	suit	55
TYDV	103	summary	608
PTDV	102	summary	52
TCDV	98	summary	113
SLDV	95	suit	39
TCDV	90	suit	443
KSDV	93	insurance	4
PCDV	91	suit	1087
TNDV	96	suit	200
TCDV	91	suit	1687
MLDV	89	summary	626
CHDV	95	suit	231
PCDV	103	suit	154
TYDV	91	summary	736
TCDV	93	suit	2535
TYDV	90	summary	873
TNDV	95	suit	1573
CYDV	97	suit	104
TPDV	99	suit	735
KLDV	97	summary	855
TYDV	88	suit	1250
KSDV	101	suit	1733
TCDV	103	suit	2316
KLDV	102	summary	538
TCDV	103	suit	3160
TYDV	93	suit	237
TCDV	93	summary	2271
TYDV	103	suit	289
TTDV	89	suit	202
TCDV	95	suit	3309
ULDV	96	suit	77
KSDV	98	suit	475
KSDV	93	suit	317
KSDV	90	suit	1671
CHDV	101	suit	80
TCDV	91	suit	1612
KLDV	95	suit	254
TCDV	94	suit	1119
SLDV	96	summary	2155
TNDV	103	summary	192
TCDV	100	suit	309
NTDV	103	summary	110
CHDV	98	summary	212
ULDV	99	summary	174
TCDV	96	summary	587
ILDV	92	suit	233
PTDV	98	suit	339
TYDV	98	suit	1749
CYDV	92	summary	355
CYDV	91	suit	105
PCDV	100	summary	1410
TNDV	91	suit	695
KSDV	91	suit	392
TCDV	99	suit	2044
KSDV	89	suit	1529
NTDV	100	suit	344
TPDV	98	summary	25325
SLDV	96	suit	387
TYDV	102	summary	691
PCDV	102	summary	1420
CYDV	88	suit	951
PTDV	96	suit	445
MLDV	95	suit	386
CHDV	91	suit	143
TYDV	92	suit	366
KSDV	100	suit	1212
HLDV	98	summary	157
TPDV	100	suit	4350
PCDV	94	suit	528
TCDV	92	summary	495
CYDV	100	suit	530
PCDV	93	summary	715
CYDV	101	summary	198
TCDV	96	summary	570
ULDV	93	suit	364
PCDV	95	suit	2037
PCDV	94	suit	1641
TCDV	91	suit	1031
SLDV	89	suit	781
CYDV	97	suit	98
KSDV	97	insurance	36
CHDV	103	suit	741
KSDV	99	suit	1002
MLDV	101	suit	209
TPDV	102	suit	4369
TNDV	95	summary	2261
CYDV	93	suit	421
CHDV	96	summary	136
TYDV	93	summary	63
TNDV	102	suit	1803
PTDV	92	suit	240
KSDV	92	insurance	18
TPDV	98	suit	739
TYDV	94	suit	257
NTDV	98	summary	91
TNDV	98	suit	657
TCDV	89	suit	1975
KSDV	98	suit	1579
KSDV	101	suit	2111
ULDV	92	summary	43
NTDV	99	summary	323
CHDV	101	summary	270
KSDV	99	suit	1727
PTDV	101	suit	175
TCDV	99	suit	1909
ILDV	102	suit	249
ULDV	96	summary	203
TYDV	90	summary	415
SLDV	96	suit	1276
NTDV	100	summary	157
TNDV	98	suit	517
ULDV	103	suit	136
CYDV	90	suit	892
TCDV	96	suit	1145
TPDV	90	suit	3286
ULDV	93	suit	303
PCDV	99	suit	463
CHDV	91	summary	125
TCDV	100	summary	354
KSDV	99	summary	785
KSDV	92	suit	1486
SLDV	94	suit	441
KLDV	104	suit	73
TCDV	93	suit	36
KSDV	100	suit	2032
KLDV	101	summary	128
ULDV	95	summary	209
KSDV	92	suit	2767
CHDV	99	suit	593
CHDV	104	summary	48
CHDV	93	suit	179
KSDV	91	suit	3504
PTDV	98	summary	124
KLDV	104	summary	414
TTDV	95	suit	160
CHDV	90	summary	138
CHDV	89	suit	1180
CHDV	98	summary	170
PCDV	100	summary	891
SLDV	100	suit	55
TNDV	97	summary	1288
NTDV	96	summary	1
NTDV	97	suit	135
KSDV	101	summary	90
PCDV	98	suit	2632
PCDV	99	summary	727
TCDV	91	summary	647
TPDV	96	summary	14022
ULDV	94	suit	549
KSDV	95	suit	970
TYDV	90	summary	921
TCDV	90	suit	1419
ILDV	103	summary	239
TCDV	98	summary	1467
KSDV	95	summary	2016
KLDV	102	suit	95
TCDV	101	suit	2045
TCDV	91	suit	3508
TCDV	88	suit	3543
PTDV	90	summary	430
TYDV	97	suit	926
KSDV	100	suit	246
KLDV	97	suit	473
KSDV	94	suit	348
ILDV	103	summary	94
TCDV	97	suit	632
PCDV	92	suit	213
TPDV	102	suit	2918
PCDV	101	suit	149
TYDV	91	summary	122
CHDV	92	suit	237
TCDV	95	suit	135
NTDV	93	suit	113
TPDV	90	suit	4745
TYDV	95	suit	460
TPDV	92	suit	5579
SCDV	95	suit	347
PCDV	100	summary	839
TYDV	87	suit	793
PCDV	95	suit	2340
KLDV	90	suit	142
CYDV	94	summary	581
CYDV	91	suit	254
ULDV	90	suit	669
TCDV	95	suit	1619
ULDV	92	summary	127
ULDV	94	suit	594
PTDV	91	summary	132
TNDV	103	suit	1016
KSDV	90	suit	712
PCDV	99	suit	1927
KSDV	99	suit	1849
TYDV	93	summary	1478
TCDV	96	summary	1494
TYDV	90	summary	606
CYDV	90	suit	587
KSDV	96	summary	511
PCDV	101	suit	1908
TCDV	97	suit	154
TCDV	97	summary	2884
TCDV	101	summary	2461
SLDV	91	suit	97
TTDV	103	summary	330
CHDV	98	summary	90
KSDV	102	suit	2217
TNDV	101	summary	207
TCDV	90	summary	939
TCDV	102	summary	349
NTDV	102	summary	3
PCDV	101	summary	1022
TPDV	90	suit	5264
TYDV	103	suit	813
TCDV	92	suit	330
KMDV	99	suit	23
TCDV	103	suit	1445
TYDV	89	suit	545
MLDV	90	suit	11
ULDV	94	suit	266
HLDV	102	suit	262
KSDV	91	suit	896
TCDV	102	summary	442
TCDV	103	summary	3322
TPDV	103	summary	14523
KSDV	97	suit	561
CHDV	103	suit	647
PCDV	98	suit	1463
TNDV	103	suit	1525
ILDV	95	summary	245
TCDV	92	suit	2667
PTDV	98	summary	636
TNDV	98	suit	1313
PCDV	95	suit	984
HLDV	91	suit	340
TYDV	90	summary	15
KLDV	94	suit	446
SCDV	90	summary	349
TYDV	103	summary	147
PTDV	90	suit	334
ILDV	104	summary	47
TYDV	103	summary	890
ILDV	101	summary	134
SCDV	89	summary	323
CHDV	97	suit	585
TYDV	92	suit	884
TPDV	91	suit	4410
TCDV	97	suit	750
TCDV	98	suit	1567
TNDV	94	suit	679
KSDV	95	summary	8542
CHDV	95	suit	66
PCDV	96	suit	2437
NTDV	91	suit	639
CHDV	91	suit	142
KSDV	93	suit	1659
SLDV	94	suit	362
TYDV	94	suit	910
CHDV	91	suit	233
TCDV	92	summary	2574
TYDV	103	summary	275
TCDV	93	summary	261
CYDV	103	suit	564
TCDV	94	summary	153
CYDV	91	suit	88
KSDV	96	suit	1927
PCDV	101	suit	1271
TYDV	90	summary	1091
TCDV	90	summary	1160
TNDV	97	summary	472
PCDV	103	summary	521
TYDV	95	suit	2030
PCDV	99	suit	635
KSDV	90	summary	837
SCDV	90	suit	402
TPDV	100	suit	4738
PTDV	101	suit	148
TCDV	89	suit	783
ULDV	92	suit	453
TYDV	98	summary	861
PCDV	95	suit	2225
ULDV	90	summary	54
SLDV	89	suit	675
TYDV	96	suit	1837
KSDV	102	suit	1411
KSDV	102	suit	1723
TYDV	96	suit	1819
KSDV	89	summary	3464
NTDV	93	summary	53
TYDV	103	suit	706
TPDV	97	suit	2127
CHDV	93	suit	66
SLDV	95	suit	1186
ULDV	92	suit	454
PCDV	92	suit	2472
TCDV	97	suit	406
PTDV	98	suit	290
TCDV	92	suit	1891
TCDV	104	summary	612
TNDV	93	suit	980
TNDV	96	suit	700
CYDV	90	suit	570
NTDV	93	suit	276
TNDV	93	suit	1145
PCDV	100	suit	918
CHDV	103	suit	93
PTDV	90	suit	404
TPDV	90	suit	3541
TCDV	90	suit	2538
ILDV	102	suit	135
SCDV	97	suit	806
TCDV	94	summary	1942
TNDV	96	summary	846
KSDV	103	summary	690
TCDV	97	summary	444
KSDV	102	summary	787
TYDV	101	summary	233
TCDV	96	summary	396
ULDV	97	summary	6
PCDV	97	summary	1442
TCDV	95	summary	841
ULDV	93	summary	113
TCDV	93	summary	618
ULDV	97	summary	124
NTDV	98	summary	88
CHDV	99	insurance	5
ULDV	93	suit	291
CHDV	95	insurance	2
CYDV	99	summary	357
CYDV	96	summary	107
MLDV	97	summary	337
TCDV	97	summary	1340
TCDV	91	summary	1599
TCDV	92	summary	108
TNDV	102	summary	207
TYDV	92	suit	1230
TYDV	101	insurance	10
KSDV	90	insurance	53
KSDV	90	insurance	19
TCDV	92	summary	2101
KSDV	90	summary	3035
TPDV	104	summary	1489
TPDV	103	summary	10354
SCDV	90	summary	45
TYDV	101	summary	1093
SLDV	102	summary	898
TCDV	92	summary	496
CYDV	98	summary	225
TCDV	93	summary	1435
SCDV	94	summary	78
PCDV	102	summary	1439
TYDV	90	summary	100
KSDV	99	summary	1968
KSDV	99	suit	2002
CHDV	97	insurance	11
TCDV	94	summary	2455
CHDV	99	insurance	4
TCDV	95	summary	885
TYDV	91	suit	1488
SLDV	97	summary	430
NTDV	94	summary	306
SLDV	95	summary	1286
TCDV	94	summary	584
KSDV	91	insurance	44
PTDV	95	summary	274
KSDV	98	insurance	14
TCDV	102	summary	852
TCDV	91	summary	3619
KLDV	88	suit	409
KSDV	93	insurance	47
SCDV	102	summary	423
TCDV	97	summary	3865
SLDV	89	suit	86
NTDV	97	summary	16
PTDV	97	summary	45
TCDV	97	summary	934
NTDV	92	summary	250
SCDV	95	summary	670
CHDV	102	summary	65
CYDV	99	summary	363
TYDV	96	summary	858
KSDV	101	summary	148
TPDV	101	suit	20
CHDV	96	summary	743
PTDV	92	summary	152
TCDV	98	suit	2971
TPDV	102	suit	150
KLDV	93	summary	12
TNDV	97	suit	1702
SCDV	96	summary	42
TCDV	97	summary	227
TNDV	97	summary	311
TCDV	101	summary	256
HLDV	95	summary	456
TNDV	103	summary	653
TCDV	93	summary	2872
KSDV	94	summary	1874
SCDV	102	summary	312
TCDV	94	summary	1100
PCDV	90	suit	1122
KSDV	93	suit	875
TCDV	97	summary	4175
TCDV	89	suit	2003
PTDV	94	summary	423
KSDV	96	insurance	5
KSDV	103	summary	881
ILDV	93	insurance	1
CHDV	97	insurance	7
TYDV	92	summary	350
TCDV	95	summary	353
TPDV	96	suit	5022
TCDV	101	summary	12
KSDV	103	summary	1797
TCDV	90	summary	4029
TCDV	90	suit	1306
ULDV	96	summary	50
CHDV	98	insurance	11
NTDV	102	summary	93
SCDV	90	summary	318
TNDV	95	summary	32
TYDV	93	summary	1558
CYDV	101	summary	674
SCDV	100	summary	71
TYDV	101	summary	91
ULDV	89	summary	165
PCDV	92	insurance	12
TCDV	94	summary	2103
PTDV	94	suit	456
CHDV	99	summary	142
KSDV	94	summary	3900
PCDV	91	suit	2313
TTDV	104	summary	129
ULDV	98	summary	39
SLDV	95	suit	305
TCDV	94	summary	249
NTDV	91	summary	31
ULDV	90	summary	165
PCDV	103	suit	2776
TCDV	92	summary	3256
KSDV	100	insurance	2
TCDV	92	summary	2874
TYDV	93	insurance	10
MLDV	94	summary	108
SLDV	102	summary	115
KLDV	102	summary	916
PCDV	98	suit	1379
TCDV	99	summary	2944
TYDV	99	insurance	7
HLDV	94	summary	128
SCDV	91	summary	566
ULDV	95	summary	62
SCDV	91	summary	188
TCDV	91	suit	2727
SLDV	91	suit	558
TYDV	95	insurance	19
KLDV	102	summary	339
PTDV	91	summary	60
PTDV	88	suit	618
KLDV	99	suit	355
TYDV	96	summary	167
TYDV	89	suit	848
KSDV	97	insurance	1
CHDV	97	insurance	8
CYDV	97	suit	336
TYDV	98	suit	155
MLDV	93	summary	282
TNDV	93	summary	272
PTDV	90	summary	579
MLDV	90	suit	102
CYDV	90	summary	808
KSDV	95	insurance	7
TCDV	95	summary	651
TPDV	101	summary	17489
TNDV	100	suit	1608
TCDV	91	summary	3755
TCDV	100	summary	910
TNDV	98	summary	783
PCDV	96	summary	4474
NTDV	98	summary	129
TCDV	92	summary	2412
KSDV	100	suit	660
TYDV	91	summary	54
KSDV	101	suit	915
TCDV	103	summary	96
TCDV	102	summary	2906
TCDV	91	suit	3608
TYDV	100	suit	1324
TNDV	101	summary	1466
CYDV	99	summary	488
PTDV	90	summary	46
TNDV	93	suit	1643
TCDV	100	summary	1158
KSDV	98	insurance	15
CHDV	93	suit	292
TPDV	96	suit	7370
TCDV	93	summary	698
TYDV	92	insurance	8
TNDV	103	summary	40
MLDV	100	summary	196
CYDV	95	summary	117
ILDV	96	summary	57
TCDV	97	summary	256
KSDV	90	insurance	25
TCDV	89	suit	276
KSDV	95	suit	3220
ULDV	93	summary	18
TNDV	94	suit	1250
TCDV	104	summary	115
KSDV	102	suit	718
TYDV	94	summary	1151
PCDV	95	summary	2911
HLDV	96	suit	144
CYDV	104	summary	62
ULDV	90	summary	65
NTDV	99	summary	26
TCDV	88	suit	1772
SCDV	97	summary	40
KSDV	93	suit	1180
KLDV	103	summary	23
CYDV	90	suit	958
KSDV	97	summary	138
TCDV	90	summary	1975
KSDV	97	summary	6612
CHDV	98	suit	208
SLDV	89	suit	582
CHDV	96	insurance	8
CHDV	92	suit	560
CHDV	91	summary	230
TYDV	100	suit	232
ILDV	99	summary	17
MLDV	91	suit	440
KSDV	103	summary	1907
TNDV	95	summary	575
HLDV	95	suit	110
KLDV	100	summary	172
MLDV	96	summary	735
TCDV	96	summary	4032
CHDV	95	summary	96
TCDV	90	summary	942
SLDV	100	suit	98
KSDV	103	suit	1803
TYDV	102	suit	189
ILDV	89	suit	14
KSDV	102	summary	315
CYDV	101	suit	452
PCDV	103	suit	1153
SLDV	99	summary	1028
KSDV	100	summary	2500
PCDV	102	summary	421
KSDV	94	summary	2080
TCDV	99	summary	1410
CHDV	99	suit	658
NTDV	104	summary	84
KSDV	93	suit	1111
TPDV	98	suit	1240
TPDV	101	suit	2984
KSDV	90	suit	2998
KSDV	98	suit	2320
HLDV	100	suit	140
PCDV	103	suit	1559
TCDV	86	suit	1707
TCDV	95	summary	261
NTDV	100	suit	339
ULDV	102	summary	156
TCDV	102	summary	377
TYDV	101	suit	2323
TNDV	99	summary	679
CHDV	89	suit	321
TNDV	92	summary	1488
MLDV	103	summary	136
NTDV	92	suit	747
PTDV	98	suit	554
TYDV	92	suit	2175
TCDV	95	suit	1454
SLDV	95	suit	186
PCDV	102	summary	1548
TCDV	100	summary	159
KMDV	101	suit	38
KLDV	98	suit	31
TYDV	99	suit	158
PCDV	100	suit	2226
TYDV	98	summary	867
MLDV	101	summary	540
MLDV	100	summary	333
KSDV	95	suit	1881
TNDV	104	summary	158
TCDV	101	summary	1827
KSDV	99	suit	946
KSDV	103	suit	1281
KSDV	98	summary	1526
CYDV	103	summary	707
KSDV	95	suit	4638
TPDV	92	suit	5627
ULDV	88	suit	626
CHDV	90	suit	228
PCDV	100	summary	1170
SLDV	103	suit	782
TPDV	93	suit	2621
PCDV	92	suit	336
PCDV	102	suit	219
TCDV	93	summary	3391
SCDV	95	summary	281
ULDV	93	summary	67
SLDV	102	suit	148
TNDV	102	summary	785
TCDV	102	suit	162
TYDV	96	suit	405
CYDV	100	summary	187
KSDV	99	suit	649
NTDV	93	suit	331
SLDV	89	suit	452
PCDV	103	suit	3042
CYDV	102	suit	508
CYDV	95	suit	174
TCDV	100	summary	495
PCDV	97	suit	1819
KSDV	101	suit	1191
PTDV	100	suit	288
TCDV	98	suit	1414
TPDV	92	suit	5661
SLDV	94	suit	981
TCDV	93	suit	2411
PCDV	102	suit	2422
TCDV	95	suit	94
PCDV	103	summary	644
TPDV	94	suit	1052
TNDV	98	suit	1542
KSDV	100	suit	2036
KSDV	98	summary	1785
KSDV	104	summary	309
TPDV	103	summary	1085
TNDV	96	suit	699
TCDV	96	summary	6956
TPDV	89	suit	1704
PCDV	93	insurance	10
TPDV	100	summary	2855
